ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Spider-Man and the Fantastic Four Vol 1 3;Special;The New Silver Age;;;2007-08;;Jeff Parker;Mike Wieringo;🢐 Spider-Man 🢒 | Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;H'Mojen | 🢐 Imperator 🢒 | Triax | 🢐 Doctor Doom 🢒;New Men
Sensational Spider-Man Vol 2 39;Secondary;The Last Temptation of Eddie Brock: Part 2 of 2;Last Temptation of Eddie Brock arcPart of the Back in Black;;2007-09;2007-07-25;Roberto Aguirre-Sacasa;Rick Hoberg | Clayton Crain;Eddie Brock;Venom symbiote;🢐 Peter Parker 🢒 | Felicia Hardy | Mary Jane Watson-Parker | Madame Web (Cassandra Webb) | Anna Watson
Friendly Neighborhood Spider-Man Vol 1 22;Secondary;Predator/Prey;;;2007-09;;Peter David;Todd Nauck;🢐 Spider-Man (Peter Parker) 🢒;Tombstone (Lonnie Lincoln) (Mentioned) | 🢐 Miss Arrow (Ero) 🢒 (Death);"Joe ""Robbie"" Robertson | Martha Robertson | Randy Robertson | Flash Thompson | Betty Brant"
Spider-Man and the Fantastic Four Vol 1 4;Special;Pop.;;;2007-09;;Jeff Parker;Mike Wieringo;🢐 Spider-Man 🢒 | Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Imperator | H'Mojen (Merged with Poppupians);🢐 Mary Jane Watson 🢒 | 🢐 Impossible Man 🢒
Spider-Man Family Vol 2 4;Flashback;Tales of the Puppet Master!;;;2007-10;2007-08-15;Chris Eliopoulos;Chris Eliopoulos;Buddy Louis;Doc Ock (Otto Octavius) (Mentioned);"Puppet Master (Phillip Masters) | Other Characters: | Three bullies | Items: | Puppets | Fantastic Four | Action figures | Spider-Man | Captain America | Thor | Hulk | Synopsis for ""Tales of the Puppet Master!"" | Synopsis not yet written | Appearing in ""The Producers"" | Featured Characters: | 🢐 Spider-Man (Peter Parker) 🢒 | Agents of Atlas | Jimmy Woo | Namora (Aquaria Neptunia) | Gorilla Man (Ken Hale) | Marvel Boy (Bob Grayson) | Venus | Human Robot (M-11) | Supporting Characters: | Mary Jane Watson-Parker"
Amazing Spider-Man Vol 1 543;Main Series;Back in Black: Part 5 of 5 - An Incident on the Fourth Floor;;;2007-10;2007-08-22;J. Michael Straczynski;Ron Garney;🢐 Spider-Man (Peter Parker) 🢒;;Mary Jane Watson | May Parker
Sensational Spider-Man Vol 2 40;Secondary;The Book of Peter;;;2007-10;2007-08-22;Roberto Aguirre-Sacasa;Clayton Crain;🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback);Burglar (Only in flashback) | Green Goblin (Norman Osborn) (Only in flashback) | Green Goblin Ⅱ (Harry Osborn) (Only in flashback) | Kraven the Hunter (Sergei Kravinoff) (Only in flashback);God | Mary Jane Watson-Parker
Friendly Neighborhood Spider-Man Vol 1 23;Secondary;Fighting Words;;;2007-10;;Peter David;Todd Nauck;🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback);;"Daily Bugle | J. Jonah Jameson (Main story and flashback) | Betty Brant (Only in flashback) | Joe ""Robbie"" Robertson | Martha Robertson | Randy Robertson"
Amazing Spider-Man Vol 1 544;Main Series;Spider-Man: One More Day, Part 1;;;2007-11;2007-09-06;J. Michael Straczynski;Joe Quesada;🢐 Spider-Man (Peter Parker) 🢒;Mephisto (Impersonates a bird);Mary Jane Watson-Parker | May Morgan (May Parker)
Friendly Neighborhood Spider-Man Vol 1 24;Secondary;One More Day Part 2 of 4: The Other Side of Darkness;;;2007-11;;J. Michael Straczynski;Joe Quesada;🢐 Spider-Man (Peter Parker) 🢒 (Main story and recap);Dormammu (Only in flashback) | Sniper (Past) | Nightwalkers  (First and only known appearance);🢐 Doctor Strange (Stephen Strange)
Spider-Man Family Vol 2 5;Flashback;;;;2007-12;2007-10-17;Kevin Grevioux;Clayton Henry;Spider-Man (Peter Parker) | Doctor Strange (Stephen Strange);Demons | Morbius (Michael Morbius) | Chthon (Mentioned);Aunt May | Wong | Dr. Hammond
Sensational Spider-Man Vol 2 41;Secondary;Spider-Man: One More Day, Part 3;;;2007-12;2007-11-29;J. Michael Straczynski;Joe Quesada;🢐 Spider-Man (Peter Parker) 🢒;Red dress woman / Mephisto;Mary Jane Watson-Parker
Amazing Spider-Man Vol 1 545;Main Series;Spider-Man: One More Day, Part 4;;;2008-01;2007-12-28;J. Michael Straczynski | Joe Quesada;Joe Quesada;🢐 Spider-Man (Peter Parker) 🢒;Mephisto;Mary Jane Watson-Parker | Mary Jane Watson (First and only known appearance) | May Parker | Flash Thompson | Harry Osborn (First appearance)
Spider-Man Family Vol 2 6;Flashback;It's Not Easy Being Green;;;2008-02;2007-12-12;Chris Eliopoulos;Chris Eliopoulos;Spider-Man (Peter Parker) (First appearance) | Thor (First appearance);Loki (First appearance);Mary Jane Watson (First appearance) | Flash Thompson (First appearance)
Amazing Spider-Man Vol 1 546;Main Series;Brand New Day;;Brand New Day;2008-02;2008-01-09;Dan Slott;Steve McNiven;Spider-Man (Peter Parker) (Main story and recap) (See chronology);Spider-Mugger (Sean Boyle) 🢒 (First appearance) | 🢐 Mister Negative 🢒 (First full appearance);Daily Bugle | 🢐 J. Jonah Jameson 🢒 | 🢐 Betty Brant 🢒 | 🢐 Joe Robertson 🢒 | F.E.A.S.T. (First appearance) | 🢐 May Parker | 🢐 Martin Li 🢒 (First appearance) | Harry Osborn 🢒 | Lily Hollister 🢒 (First appearance) | 🢐 Carlie Cooper 🢒
Amazing Spider-Man Vol 1 547;Main Series;Crimes of the Heart;;Brand New Day;2008-03;2008-01-16;Dan Slott;Steve McNiven;🢐 Spider-Man (Peter Parker) 🢒;Mister Negative | Inner Demons (First appearance) | Spider-Mugger (Sean Boyle) | Overdrive (Only in flashback) | The Maggia | The Karnelli Family (First appearance) | Ando Karnelli (First appearance) | Bobby Karnelli (First appearance) | Bruno Karnelli (First appearance) | Carmine Karnelli (First appearance) | The Manfredi Family;Harry Osborn | Lily Hollister | Carlie Cooper | J. Jonah Jameson | Joseph Robertson | Betty Brant | Glory Grant | Aunt May Parker
Amazing Spider-Man Vol 1 548;Main Series;Blood Ties;;Brand New Day;2008-03;2008-01-23;Dan Slott;Steve McNiven;🢐 Spider-Man (Peter Parker) 🢒;Mister Negative | Inner Demons | Spider-Mugger (Death) | Dooley;"Harry Osborn | Lily Hollister | Carlie Cooper | J. Jonah Jameson | Joe ""Robbie"" Robertson | Betty Brant (Mentioned) | Glory Grant | Marla Jameson | Aunt May Parker"
Spider-Man: With Great Power... Vol 1 1;Special;With Great Power...: Part One;;;2008-03;2008-01-30;David Lapham;Tony Harris;Spider-Man (Peter Parker);;Monty Caabash (First appearance) | Flash Thompson | Liz Allan | Aunt May | Uncle Ben
Amazing Spider-Man Vol 1 549;Main Series;Who's that Girl?!?;;Brand New Day;2008-03;2008-02-06;Marc Guggenheim;Salvador Larroca;🢐 Spider-Man (Peter Parker) 🢒;Menace (Lily Hollister) (First appearance as Menace) (Behind the scenes);Jackpot | Harry Osborn | Lily Hollister | Carlie Cooper
Spider-Man Family Vol 2 7;Flashback;Looter's Quest;;;2008-04;2008-02-13;Karl Kesel | Todd DeZago | Mark Waid;Karl Kesel;🢐 Spider-Man (Peter Parker) 🢒;Looter (Norton Fester) (Main story and flashback) | Stegron (Vincent Stegron) | Chtylok the Che-K'n Kau (Mentioned) | Doctor Doom (Victor von Doom) (Vision);Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Sue Storm) | Human Torch (Johnny Storm) | Thing (Ben Grimm) | Frankie Richards | Ka-Zar | Shanna the she-devil | Zabu the tiger | Dr. Strange (Stephen Strange) | Wong | S.H.I.E.L.D. agents
Amazing Spider-Man Vol 1 550;Main Series;The Menace of... Menace!!;;Brand New Day;2008-04;2008-02-13;Marc Guggenheim;Salvador Larroca;Spider-Man (Peter Parker);🢐 Menace 🢒 (First full appearance);Jackpot | J. Jonah Jameson | Lily Hollister | Betty Brant
Amazing Spider-Man Vol 1 551;Main Series;Lo, There Shall Come a Menace!!;;Brand New Day;2008-04;2008-02-20;Marc Guggenheim;Salvador Larroca;Spider-Man (Peter Parker);Menace;Jackpot
Spider-Man: With Great Power... Vol 1 2;Special;With Great Power... Part Two;;;2008-04;2008-02-27;David Lapham;Tony Harris;Spider-Man (Peter Parker);;Monty Caabash | Tiffany Lebeck (First appearance) | Aunt May | Uncle Ben | Liz Allan
Amazing Spider-Man Vol 1 552;Main Series;Just blame Spider-Man;;Brand New Day;2008-05;2008-03-05;Bob Gale;Phil Jimenez;Spider-Man (Peter Parker);Freak;"J. Jonah Jameson | Joseph ""Robbie"" Robertson | Betty Brant | Harry Osborn | Carlie Cooper | Lily Hollister | Aunt May Parker"
Amazing Spider-Man Vol 1 553;Main Series;Freak-Out!;;Brand New Day;2008-05;2008-03-12;Bob Gale;Phil Jimenez;Spider-Man (Peter Parker);Freak;"J. Jonah Jameson | Joseph ""Robbie"" Robertson | Carlie Cooper | Lily Hollister | Aunt May Parker"
Amazing Spider-Man Vol 1 554;Main Series;Burned!;;Brand New Day;2008-05;2008-03-19;Bob Gale;Phil Jimenez;Spider-Man (Peter Parker);Freak;J. Jonah Jameson | Harry Osborn | Betty Brant | Carlie Cooper | Lily Hollister
Spider-Man: With Great Power... Vol 1 3;Special;With Great Power... Part Three;;;2008-05;2008-03-26;David Lapham;Tony Harris;Spider-Man (Peter Parker);Mole Man (Harvey Elder) (Mentioned) | Monster from Mars | Burglar | Giganto;J. Jonah Jameson | Tiffany Lebeck | Monty Caabash | Uncle Ben | Aunt May | Liz Allan
Spider-Man Family Vol 2 8;Flashback;In THIS Episode...;;;2008-06;2008-04-02;Kevin Grevioux;Ray-Anthony Height;Spider-Man (Peter Parker) | Iron Man (Tony Stark);Arsenals (Self-destructed) | Stilt-Man (Wilbur Day) (Mentioned) | Arsenal (Only in flashback);Mitch | Kenny | Mitch & Kenny's parents | James Rhodey
Amazing Spider-Man Vol 1 555;Main Series;Sometimes It Snows in April;;Brand New Day;2008-06;2008-04-02;Zeb Wells;Chris Bachalo;Spider-Man (Peter Parker) | Wolverine (James Howlett / Logan);Dr. Benjamin Rabin (First appearance) | Mayan Warriors;Doctor Strange (Stephen Strange) | Wong | Betty Brant
Amazing Spider-Man Vol 1 556;Main Series;The Last Nameless Day;;Brand New Day;2008-06;2008-04-09;Zeb Wells;Chris Bachalo;Spider-Man (Peter Parker);Professor Benjamin Rabin | Wayep (First appearance);Vern (First appearance)
Amazing Spider-Man Vol 1 557;Main Series;Dead of Winter;;Brand New Day;2008-06;2008-04-16;Zeb Wells;Chris Bachalo;Spider-Man (Peter Parker);Wayep | Benjamin Rabin;Carlie Cooper | Vern | Harry Osborn | Lily Hollister
Amazing Spider-Man Vol 1 558;Main Series;Freak the Third;;Brand New Day;2008-07;2008-05-07;Bob Gale;Barry Kitson;🢐 Spider-Man (Peter Parker) 🢒;Freak | Menace (Lily Hollister);Aunt May Parker | Dr. Curt Connors | J. Jonah Jameson | Harry Osborn
Amazing Spider-Man Vol 1 559;Main Series;Peter Parker, Paparazzi: Part One - The Money Shot;;Brand New Day;2008-07;2008-05-14;Dan Slott;Marcos Martín;🢐 Spider-Man (Peter Parker) 🢒;Screwball (First appearance);"Harry Osborn | Lily Hollister | Joe ""Robbie"" Robertson | Aunt May Parker | J. Jonah Jameson"
Amazing Spider-Man Vol 1 560;Main Series;Peter Parker, Paparazzi: Part Two - Flat Out Crazy;;Brand New Day;2008-07;2008-05-21;Dan Slott;Marcos Martín;🢐 Spider-Man (Peter Parker) 🢒;Paper Doll;"Harry Osborn | Joe ""Robbie"" Robertson | Betty Brant | J. Jonah Jameson | Carlie Cooper"
Spider-Man Family Vol 2 9;Flashback;The Guy Who Turns Into The Hulk;;;2008-08;2008-06-04;Paul Tobin;Derec Aucoin;🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Hulk (Bruce Banner) 🢒 (Main story and flashback);Robbers | 🢐 Doctor Octopus (Otto Octavius) 🢒;Pink dress lady | S.H.I.E.L.D. (Only in flashback) | Nick Fury (Only in flashback)
Amazing Spider-Man Vol 1 561;Main Series;Peter Parker, Paparazzi: Part 3 of 3 - Photo Finished;;Brand New Day;2008-08;2008-06-04;Dan Slott;Marcos Martín;🢐 Spider-Man (Peter Parker) 🢒;Paper Doll;"Joe ""Robbie"" Robertson | Aunt May Parker | Carlie Cooper | Lily Hollister | Betty Brant | Harry Osborn"
Amazing Spider-Man Vol 1 562;Main Series;The Other Spider-Man;;Brand New Day;2008-08;2008-06-11;Bob Gale;Mike McKone;🢐 Spider-Man (Peter Parker) 🢒;The Basher | The Bookie | Coachwhip | Condor | Discus | Dr. Nemesis | The Enforcers | 🢐 Fancy Dan 🢒 | Montana | Ox | Fer-de-Lance | Hydro-Man | Poundcakes | Powderkeg | Puff Adder | Ramrod | Rattler | Rock Python | Scorpia | Squid | Stiletto | Trapster | Screwball;Betty Brant | Vin Gonzales
Spider-Man: With Great Power... Vol 1 4;Special;With Great Power... Part Four;;;2008-08;2008-06-11;David Lapham;Tony Harris;Spider-Man (Peter Parker);Giganto | Mr. Angel | Marco;Uncle Ben | Liz Allan | Fantastic Four | Mister Fantastic (Reed Richards) | Invisible Girl (Sue Storm) (Cameo) | Human Torch (Johnny Storm) | Thing (Ben Grimm) | Tiffany Lebeck | Monty Caabash
Amazing Spider-Man Vol 1 563;Main Series;So Spider-Man Walks Into a Bar and...;;Brand New Day;2008-08;2008-06-18;Bob Gale;Mike McKone;🢐 Spider-Man (Peter Parker) 🢒;The Enforcers | Fancy Dan | Montana | Ox | John Ladue (The Bookie) | Coachwhip | Condor | Discus | Dr. Nemesis | Fer-de-Lance | Hydro-Man | Poundcakes | Powderkeg | Puff Adder | Ramrod | Rattler | Rock Python | Squid | Stiletto | Trapster;Aunt May Parker
Amazing Spider-Man Vol 1 564;Main Series;Threeway Collision!;;Brand New Day;2008-09;2008-07-02;Marc Guggenheim | Bob Gale | Dan Slott;Paulo Siqueira;🢐 Spider-Man (Peter Parker) 🢒;Mister Negative (Martin Li) | Inner Demons | Overdrive;Vin Gonzales | Carlie Cooper
Amazing Spider-Man Vol 1 565;Main Series;Kraven's First Hunt, Part One: To Squash a Spider!;;;2008-09;2008-07-09;Marc Guggenheim;Phil Jimenez;🢐 Spider-Man (Peter Parker) 🢒;Fracture | Kraven the Hunter (Ana Kravinoff) (First appearance);Daredevil (Matt Murdock)
Amazing Spider-Man Vol 1 566;Main Series;Kraven's First Hunt, Part Two: Identity Crisis!;;;2008-09;2008-07-16;Marc Guggenheim;Phil Jimenez | Mark Pennington;🢐 Daredevil (Peter Parker) 🢒;Kraven the Hunter (Ana Kravinoff) | Vermin;Matt Murdock | Spider-Man (Vin Gonzales)
Spider-Man: With Great Power... Vol 1 5;Special;With Great Power... Conclusion;;;2008-09;2008-07-30;David Lapham;David Lapham;Spider-Man (Peter Parker);Robbers | Mr. Angel | Marco | Burglar (Appears on screen);Tiffany Lebeck | Monty Caabash | J. Jonah Jameson | Aunt May | Uncle Ben
Spider-Man: Brand New Day — Extra! Vol 1 1;Special;Death of a Wise Guy;;;2008-09;2008-07-30;Joe Kelly;Chris Bachalo;Hammerhead (Joseph) (Main story and flashback);Silvio Manfredi (Only in flashback) | Mister Negative (Martin Li) | Doctor Jonas Harrow (Only in flashback) | Doc Ock (Otto Octavius) (Only in flashback) | Kingpin (Wilson Fisk) (Mentioned) | Doctor Tramma (First appearance) | Al Capone (Mentioned);Spider-Man (Peter Parker) (Only in flashback)
Amazing Spider-Man Family Vol 1 1;Flashback;48 Hours;;Brand New Day;2008-10;2008-08-06;J.M. DeMatteis;Alex Cal;🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback);Burglar (Only in flashback);Aunt May (May Reilly-Parker) (Main story and flashback) | Flash Thompson | Liz Allan
Amazing Spider-Man Vol 1 567;Main Series;Kraven's First Hunt, Part Three: Legacy;;;2008-10;2008-08-13;Marc Guggenheim;Phil Jimenez | Andy Lanning;🢐 Spider-Man (Peter Parker) 🢒;🢐 Kraven the Hunter (Ana Kravinoff) 🢒 | Vermin;Vin Gonzales | Harry Osborn | Carlie Cooper | Lily Hollister
Amazing Spider-Man Vol 1 568;Main Series;New Ways to Die, Part One: Back with Vengeance;;;2008-10;2008-08-20;Dan Slott;John Romita Jr.;🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback);Thunderbolts | 🢐 Norman Osborn 🢒 | Songbird (Melissa Gold) | Radioactive Man (Chen Lu) | Venom (Mac Gargan) | Bullseye (Lester) | Menace (Main story and flashback);Harry Osborn (Main story and flashback) | Front Line | Ben Urich | Robbie Robertson | Sally Floyd | Randall Crowne | The DB! | Dexter Bennett (Main story and recap) | Betty Brant (Main story and recap) | Aunt May Parker (Main story and recap) | Martin Li (Main story and recap) | Eddie Brock (Main story and flashback) | Vin Gonzales (Only in flashback) | Carlie Cooper (Only in flashback)
Amazing Spider-Man Vol 1 569;Main Series;New Ways To Die, Part Two: The Osborn Supremacy;;;2008-10;2008-08-27;Dan Slott;John Romita Jr.;Spider-Man (Peter Parker);Thunderbolts | Norman Osborn | Venom (Mac Gargan) | Songbird (Melissa Gold) | Radioactive Man (Chen Lu) | Bullseye;Anti-Venom (Eddie Brock) (First appearance as Anti-Venom) | Aunt May Parker | Harry Osborn | Lily Hollister | Carlie Cooper | Front Line | Ben Urich | Vin Gonzales
Secret Invasion: The Amazing Spider-Man Vol 1 1;Tie-In;Brand New Secret Invasion Part 1;;Secret Invasion;2008-10;2008-08-27;Brian Reed;Marco Santucci;Jackpot;Skrulls | Sinister Six Skrull;"Vin Gonzales | Carlie Cooper | Lily Hollister | Harry Osborn | Betty Brant | Joseph ""Robbie"" Robertson | Dexter Bennett"
Amazing Spider-Man Vol 1 570;Main Series;New Ways to Die, Part Three: The Killer Cure;;;2008-11;2008-09-03;Dan Slott;John Romita Jr.;Spider-Man (Peter Parker);Thunderbolts | Norman Osborn (Main story and flashback) | Venom (Mac Gargan) | Songbird (Melissa Gold) (Voice) | Bullseye (Lester) | The Enforcers (Only in flashback) | Montana (Jackson Brice) (Only in flashback) | Fancy Dan (Daniel Brito) (Only in flashback) | Ox (Raymond Bloch) (Only in flashback) | Menace (Lily Hollister);"Anti-Venom (Eddie Brock) | Aunt May Parker | Martin Li | Front Line | Ben Urich | Sally Floyd | Joseph ""Robbie"" Robertson"
Amazing Spider-Man Vol 1 571;Main Series;New Ways to Die, Part Four: Opposites Attack;;;2008-11;2008-09-10;Dan Slott;John Romita Jr.;Spider-Man (Peter Parker) (Main story and flashback);Thunderbolts | Norman Osborn (Main story and flashback) | Songbird (Melissa Gold) | Radioactive Man (Chen Lu) | Bullseye | Venom (Mac Gargan) | Menace;Anti-Venom (Eddie Brock) | Aunt May Parker | Harry Osborn | Front Line | Ben Urich | Sally Floyd | Carlie Cooper | Lily Hollister
Amazing Spider-Man Vol 1 572;Main Series;New Ways to Die, Part Five: Easy Targets;;;2008-11;2008-09-17;Dan Slott;John Romita Jr.;Spider-Man (Peter Parker);Thunderbolts | Green Goblin (Norman Osborn) | Bullseye | Venom / Scorpion (Mac Gargan) | Songbird (Melissa Gold) | Radioactive Man (Chen Lu);Aunt May Parker | Front Line | Ben Urich | Sally Floyd | Betty Brant | Anti-Venom (Eddie Brock) | Harry Osborn | Lily Hollister
Secret Invasion: The Amazing Spider-Man Vol 1 2;Tie-In;Brand New Secret Invasion Part 2;;Secret Invasion;2008-11;2008-09-24;Brian Reed;Marco Santucci;Jackpot;Skrulls | Sinister Six Skrull | Illuminati Skrull (First and only known appearance, dies) | Menace;"Vin Gonzales | Betty Brant | Joseph ""Robbie"" Robertson | Dexter Bennett | Harry Osborn | Lily Hollister"
Amazing Spider-Man Family Vol 1 2;Flashback;The Long Road...;;;2008-12;2008-10-08;John Arcudi;Ramon Bachs;Bodega Bandit (Dave Freed) (Main story and flashback);Shocker (Herman Schultz);🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback)
Amazing Spider-Man Vol 1 573;Main Series;New Ways to Die, Part Six: Weapons of Self Destruction;;;2008-12;2008-10-15;Dan Slott;John Romita Jr.;🢐 Spider-Man (Peter Parker);Oscorp | 🢐 Green Goblin (Norman Osborn) 🢒 | Thunderbolts | 🢐 Bullseye (Lester) 🢒 | 🢐 Radioactive Man (Chen Lu) 🢒 | 🢐 Songbird (Mel Gold) 🢒 | 🢐 Scorpion / Venom (Mac Gargan) 🢒;🢐 Harry Osborn 🢒 | 🢐 Lily Hollister 🢒 | 🢐 Anti-Venom (Eddie Brock) 🢒 (Impersonates Spider-Man) | 🢐 Aunt May 🢒
Amazing Spider-Man Vol 1 574;Main Series;Flashbacks;;;2008-12;2008-10-22;Marc Guggenheim;Barry Kitson;Flash Thompson (Main story and flashback) | 🢐 Spider-Man (Peter Parker) 🢒 (Only in flashback);Iraqi terrorists;General Fazekas (First appearance)
Secret Invasion: The Amazing Spider-Man Vol 1 3;Tie-In;Part Three of...Brand New Secret Invasion;;Secret Invasion;2008-12;2008-10-22;Brian Reed;Marco Santucci;Jackpot | Spider-Man (Peter Parker);Skrulls | Sinister Six Super-Skrull (Death) | Menace;Dexter Bennett | Betty Brant | Robbie Robertson | Vin Gonzales | Harry Osborn | Lily Hollister | Carlie Cooper
Amazing Spider-Man Vol 1 575;Main Series;Family Ties;;;2008-12;2008-10-29;Joe Kelly;Chris Bachalo;Spider-Man (Peter Parker);Hammerhead | Mr. Negative;Front Line |  Norah Winters (First appearance) | Ben Urich | Aunt May Parker
Amazing Spider-Man Annual Vol 1 35;Special;A Tale of Two Jackpots;;;2008-12;2008-10-29;Marc Guggenheim;Mike McKone;🢐 Spider-Man (Peter Parker) 🢒;The Mogul (Walter Declun) | Blindside (Chris Chernin) (First appearance) | Commanda;Jackpot (Alana Jobson) (Death) (Identity revealed) | Mr. Fantastic (Reed Richards)
Amazing Spider-Man Vol 1 576;Main Series;Family Ties, Part 2;;;2009-01;2008-11-05;Joe Kelly;Chris Bachalo;Spider-Man (Peter Parker);Hammerhead | Mr. Negative | Doctor Tramma;Front Line |  Norah Winters | Ben Urich | Vin Gonzales
X-Men / Spider-Man Vol 1 1;Special;The Strangest Teens of All;;;2009-01;2008-11-05;Christos N. Gage;Mario Alberti;X-Men (Main story and flashback) | 🢐 Cyclops (Scott Summers) 🢒 | 🢐 Marvel Girl (Jean Grey) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Iceman (Bobby Drake) 🢒 | 🢐 Angel (Warren Worthington Ⅲ) 🢒 | 🢐 Spider-Man (Peter Parker) 🢒 (Main story and flashback);🢐 Kraven the Hunter (Sergei Kravinoff) 🢒 (Main story and flashback) | 🢐 Blob (Fred Dukes) 🢒 | 🢐 Mister Sinister (Nathaniel Essex) 🢒 | Doctor Octopus (Otto Octavius) (Only in flashback) | Sandman (Flint Marko) (Mentioned) | Sauron (Karl Lykos) (Vision) | Sentinels (Vision) | Magneto (Erik Lehnsherr) (Vision);🢐 Gwen Stacy 🢒 | 🢐 Mary Jane Watson 🢒 | 🢐 Harry Osborn 🢒 | 🢐 Flash Thompson 🢒
Amazing Spider-Man Vol 1 577;Main Series;Old Huntin' Buddies;;;2009-01;2008-11-12;Zeb Wells;Paolo Rivera;Spider-Man (Peter Parker);🢐 Moses Magnum 🢒;Punisher (Frank Castle)
Amazing Spider-Man Vol 1 578;Main Series;Unscheduled Stop, Part 1;;;2009-01;2008-11-19;Mark Waid;Marcos Martín;Spider-Man (Peter Parker);Shocker (Herman Schultz);J. Jonah Jameson, Sr. (First appearance)
Amazing Spider-Man Vol 1 579;Main Series;Unscheduled Stop, Part 2;;;2009-02;2008-12-03;Mark Waid;Marcos Martín;Spider-Man (Peter Parker);Shocker (Herman Schultz);John Jonah Jameson, Sr. | J. Jonah Jameson | Aunt May Parker | Marla Jameson
Amazing Spider-Man Vol 1 580;Main Series;Fill in the Blank;;;2009-02;2008-12-10;Roger Stern;Lee Weeks;Spider-Man (Peter Parker);The Blank (Main story and flashback);"Aunt May Parker | Joe ""Robbie"" Robertson"
X-Men / Spider-Man Vol 1 2;Special;Last Hunts;;;2009-02;2008-12-10;Christos N. Gage;Mario Alberti;"🢐 X-Men 🢒 | Wolverine (James ""Logan"" Howlett) | Storm (Ororo Munroe) | Rogue (Anna Marie) | Dazzler (Alison Blaire) | Spider-Man (Peter Parker)";Marauders | Sabretooth (Victor Creed) (Main story and flashback) | Vertigo (Main story and flashback) | Scalphunter (John Greycrow) (Main story and flashback) | Arclight (Philippa Sontag) (Main story and flashback) | Harpoon (Kodiak Noatak) (Main story and flashback) | Scrambler (Kim Il Sung) (Main story and flashback) | Riptide (Janos Quested) (Only in flashback) | Kraven the Hunter (Sergei Kravinoff) (Only in flashback) | Blob (Fred Dukes) (Only in flashback) | Mister Sinister (Nathaniel Essex) (Behind the scenes);
Amazing Spider-Man Family Vol 1 3;Flashback;The Punch;;;2009-02;2008-12-17;J.M. DeMatteis;Val Semeiks;🢐 Peter Parker 🢒;Beetle (Abner Jenkins) (First appearance) (Only in flashback) | Leader (Samuel Sterns) (First appearance) (Only in flashback) | Doctor Octopus (Otto Octavius) (Only in flashback) | Burglar (Only in flashback);"Flash Thompson | Uncle Ben (Benjamin Parker) (Only in flashback) | Aunt May (May Reilly-Parker) | Robert ""Bobby"" Grillo (First appearance) | Robert's mom | Other Characters: | Liz Allan | Spider-Man (Peter Parker) (Dream) | Flash Thompson (Dream) | Liz Allan (Dream) | Principal Davis | Robert's dad  (Mentioned) | Bruce Willis (Mentioned) | Races and Species: | Humans | Locations: | New York City | Queens | Midtown High School | Market shop | Hospital | Dream reality (First and only known appearance) | Items: | Spider-Man's Web-Shooters | Phone booth | Synopsis for ""The Punch"" | Synopsis not yet written | Appearing in ""Common Ground!"" | Featured Characters: | Spider-Man (Peter Parker) | Mary Jane Watson-Parker | Supporting Characters: | May Parker | Aunt Anna (Anna Watson) | Aleksei Sytsevich (First appearance)"
Amazing Spider-Man Vol 1 581;Main Series;Mind On Fire, Part One: The Trouble with Harry;;;2009-02;2008-12-17;Dan Slott;Mike McKone;Spider-Man (Peter Parker) (Main story and flashback) | Harry Osborn (Main story and flashback);Molten Man (Mark Raxton) | Mysterio (Quentin Beck) (Only in flashback) | Norman Osborn (Only in flashback);Aunt May Parker | Carlie Cooper | Lily Hollister | Liz Allan
Amazing Spider-Man Vol 1 582;Main Series;Mind on Fire, Part Two: Burning Questions;;;2009-03;2009-01-07;Dan Slott;Mike McKone | Klaus Janson;Spider-Man (Peter Parker) | Harry Osborn;Molten Man (Mark Raxton);Liz Allan | Normie Osborn
Amazing Spider-Man Vol 1 583;Main Series;Platonic;;;2009-03;2009-01-14;Mark Waid;Barry Kitson;🢐 Spider-Man (Peter Parker) 🢒 | Betty Brant;Killyu (First appearance) | Purse Snatcher | Menace;"Aunt May Parker | Joe ""Robbie"" Robertson | Vin Gonzales | Harry Osborn"
